"","prod","title","author","date","stars","comments"
"3177","iHeartRadio","works really well ","lovinphred","January 10, 2014",4,"this is a very nice app i do wish a few more station were available since its free this is not really a complaint more of a comment it s nice to scan many different stations from all over "
"3178","iHeartRadio","five stars","Kristine in NY","December 3, 2015",5,"i love it and have had no issues "
"3179","iHeartRadio","best music app ever","skyrocket 12345","March 28, 2015",5,"this app is awesome you can see or listen to whatever song you want i love this app thank you i heart radio "
"3180","iHeartRadio","five stars","Annette Brome","July 10, 2016",5,"great radio "
"3181","iHeartRadio","works great on the echo and the kindle ","S. Fleisher","June 18, 2015",4,"iheart radio delivers a lot of stations and/or individual requests good reception and easy to use "
"3182","iHeartRadio","five stars","dawn heal","August 14, 2016",5,"love it"
"3183","iHeartRadio","love it","Lauren Freidly","April 16, 2016",5,"it is amazing i can t believe this"
"3184","iHeartRadio","i heart radio rocks ","Heidi S. Walker","October 30, 2014",5,"the reason why i gave 4 stars is because it is a little slow on my kindle fire hd it is great for listening any time instead of an actual radio "
"3185","iHeartRadio","whaaaat","krissyleeh","June 28, 2015",5,"i love this app it s got some of the best music n it doesn t freeze up too bad either it s awesome"
"3186","iHeartRadio","love the app","K. L. R.","November 13, 2014",5,"love this app i really love it at work when i am all by myself i just wish when i thumbs down an artist it wouldn t pop back into my mix "
"3187","iHeartRadio","five stars","Byron D. Roff","July 26, 2016",5,"a great app"
"3188","iHeartRadio","love","Linda F","June 6, 2015",5,"love this app i love being able to listen to the type of music i want to hear whenever i want "
"3189","iHeartRadio","five stars","Christine","November 16, 2015",5,"great way to find new music and still keep the oldies but goodies "
"3190","iHeartRadio","five stars","M. Qayyum","August 17, 2016",5,"great "
"3191","iHeartRadio","five stars","Denise L. Myles","July 30, 2016",5,"good music"
"3192","iHeartRadio","awesome ","bonnie Miller","May 7, 2016",5,"love love this on my kindle "
"3193","iHeartRadio","five stars","Veronica Prosser","May 29, 2016",5,"one of my favorite apps "
"3194","iHeartRadio","then you will love this app","Sheri Kowalski","January 13, 2016",5,"if you are a music lover then you will love this app "
"3195","iHeartRadio","amazing","Jlwenner","August 18, 2014",5,"i love this app it s great for on a run or just working out or in the car i love this app it works so well as a matter of fact i m listening to it right now :)"
"3196","iHeartRadio","quinn s review","watson","October 13, 2013",3,"the app is ok if you want to listen to songs that are from different artists even though you specifically choose an artisit i don t hate the app i just don t its perfect this is a little rude but i suggest pandora "
"3197","iHeartRadio","pretty good ","Maddie","September 19, 2013",4,"love the app just not when it crashes and stays open draining my kindle s battery and in order to close the app after it crashes i have to turn off and on my device love the app so much it s just a little buggy "
"3198","iHeartRadio","always has a good shuffle for your favorite stations ","fashiondiva","May 2, 2016",5,"the song selection is awesome "
"3199","iHeartRadio","listening but upgrade","Kindle Customer","February 7, 2014",4,"i love iheart i do listen all the time i have my own stations this is my favorite but today it upgraded and i can t open it so please fix it thx it has been fixed thank you "
"3200","iHeartRadio","disco party time ","R Spitz","September 25, 2013",5,"i really like the music they play while i run on my treadmill also my kids have me play disco music and they dance around with their disco ball going great fun and a great exercise helper the best part is it is free "
"3201","iHeartRadio","this app is better than awsome ","jeinny g.corona","December 27, 2014",5,"omg this app is incrediblei love it its a angel in disguise oh that s kind of weird that s all people how love this app so much"
"3202","iHeartRadio","five stars","cynthia b.","April 5, 2016",5,"enjoy listening to the music thanks "
"3203","iHeartRadio","great music","bossey","August 11, 2016",5,"awesome"
"3204","iHeartRadio","love","Beretta Wilson","February 28, 2014",5,"i love this app it gives me a variety of songs though it limits your skiping you really don t need it this app allows you to listen to great songs it s the best music app i have ever had "
"3205","iHeartRadio","best music streaming app ","K. Seymour","November 21, 2014",5,"came over from pandora either no commercials or very limie commercials great custom stations huge variety of artists would recommend "
"3206","iHeartRadio","it s all good ","CONSTANCENICOLE","July 19, 2015",5,"i like this app plays good music chris brown radio is good i also like tink s station "
"3207","iHeartRadio","love it","Ashley Cowan","February 3, 2016",5,"love it way better than other internet radio apps"
"3208","iHeartRadio","login ?????","good game. it's hard but fun","November 28, 2015",1,"this sucks you need an account i don t have a email it s stupid "
"3209","iHeartRadio","app issues","Alejandro Ramirez","December 2, 2015",1,"it s not login in with facebook just freezes and closes the app"
"3210","iHeartRadio","casey kasems t40","Joshua Wenger","June 18, 2016",5,"i love this station"
"3211","iHeartRadio","enjoy the variety","Toni","September 28, 2013",5,"i like the ability to like or dislike songs once you do the program will play more of your likes and less of the dislikes this ability lets you skip a song if you dislike it without actually using the skip feature "
"3212","iHeartRadio","not bad very similar to pandora","Arlene","March 12, 2013",2,"i think it was way to similar to pandora the only difference is that you can get the radio the thing i didn t like was that the radio had only a few good stations it was very limited i really didn t like it and thought i downloaded it for no reason "
"3213","iHeartRadio","three stars","L. Johnson","May 22, 2016",3,"not enough local stations"
"3214","iHeartRadio","great radio ","treesuh","April 30, 2015",5,"i really enjoy this app it works well and is easy to navigate so far so good so wonderful that it is free "
"3215","iHeartRadio","sunny 99 1","Kumba","November 9, 2014",5,"well i love this app so much because i can listen to great music on sunny 99 1 and in christmas season i will listen to it from sunny 99 1also"
"3216","iHeartRadio","one star","Rick","October 27, 2014",1,"asks for too much personal info no thanks uninstalled "
"3217","iHeartRadio","five stars","YvonneLeslie","November 22, 2015",5,"a great way to get all of my favorite radio stations in one place"
"3218","iHeartRadio","love it","name","April 25, 2016",5,"love it plays my favorite songs"
"3219","iHeartRadio","five stars","Graciela  Sanchez","April 25, 2016",5,"very good i m love the music "
"3220","iHeartRadio","five stars","Claudia e Romero","June 21, 2016",5,"love i heart radio"
"3221","iHeartRadio","epicness","isabelle2002","June 30, 2013",5,"praise iheartradio iheartradio is awesome for creating stations finding your favorite songs and artists and access to your favorite radio stations get this app if you love music and it s so easy to use simple get it :d"
"3222","iHeartRadio","wifi radio","Tommy G","July 22, 2016",5,"works great"
"3223","iHeartRadio","amazing ","Jay Fleming","March 3, 2014",5,"this app is the best it s easy to use and requires no skill you can easily select an artist and create a custom station it conforms to your liked songs to give an experience you ll enjoy "
"3224","iHeartRadio","love it","burgundy shocked value","March 1, 2015",5,"i get to listen to music any time i want to and better than pandora because i had to do more than i do with i heart radio"
"3225","iHeartRadio","perfect ","Christy Legg","March 17, 2016",5,"perfect way to get your favorite music "
"3226","iHeartRadio","really good app ","jasmine star","October 24, 2014",5,"i love the app so far it has all the music and stations i desire i highly recommend this app to people who want to listen to the music they want "
"3227","iHeartRadio","problem getting particular stations ","Amazon Customer","November 12, 2015",3,"i m having trouble getting a particular station on the amazon fire "
"3228","iHeartRadio","way better than pandora","Jessica Glambert","December 8, 2014",5,"ever since i ve downloaded i heart radio i have no longer need pandora i heart radio is much more personal and has has a better set up "
"3229","iHeartRadio","needs some work but better than radio com ive found","Mike Bullard","August 26, 2015",3,"i like it but it stalls quite often and have to restart but i use it all the time "
"3230","iHeartRadio","heartthrob app","Kindle Customer","January 23, 2016",5,"it is a very easy app to use really like it a lot "
"3231","iHeartRadio","loving this jam ","jorjor gonzo","January 7, 2015",5,"the world should get this app love how it works and better then pandora i am so recommending this to anyone who wants a music app "
"3232","iHeartRadio","i heart radio","ken","June 25, 2015",5,"i heart radio i love i heart radio i love love love love love love love love love love it so much"
"3233","iHeartRadio","five stars","Frank J. Solome Jr.","July 8, 2016",5,"happy with it "
"3234","iHeartRadio","five stars","Kimberly L. Clark","July 8, 2016",5,"love this item"
"3235","iHeartRadio","omi ;) this app is outstanding ","Tdze","August 7, 2015",5,"this is possibly the best app i had bought if you can read this please buy this app :)"
"3236","iHeartRadio","great listening all day long ","Elaine","March 29, 2016",5,"i love i💖radio love love love it "
"3237","iHeartRadio","vrey good","Susan Crites","September 19, 2013",5,"i love this app eavrybody shudder try it all my fravit songs i liked and its free app and my fravit artus"
"3238","iHeartRadio","love this app ","Breann Griggs","January 10, 2014",4,"i m originally from denver but am currently living in n y i miss some of my denver stations and this app makes it possible for me to listen to them even on the other side of the country it s great "
"3239","iHeartRadio","rate of this app","Melissa Campbell","January 30, 2016",5,"love this app can t sleep without it or pandora "
"3240","iHeartRadio","good app but","JohnG","August 6, 2015",5,"good app but after getting it from amazon i was flooded with emails and ads on my phone "
"3241","iHeartRadio","listen at work","scasey","May 21, 2015",4,"i use hithis app all day at work on my kindle it is great when you can t get any reception on a radio "
"3242","iHeartRadio","fantastic ","Dino V.","January 25, 2016",5,"great app works on both my smartphone and tablet "
"3243","iHeartRadio","five stars","Anne Ireland","December 2, 2015",5,"i love the ability to listen to npr in the middle of no where "
"3244","iHeartRadio","great app better than pandora by far ","w hutch","July 26, 2014",5,"few ads no limits just music great mixes no matter what station you create highly reccomended i deleted pandora about three hours after discovering this gem "
"3245","iHeartRadio","app is ok but","John C","July 8, 2013",2,"this app works fine but some of the music has explicit contents which is fine for me but not at work i have tried to change that in settings but when i do the player stops working i should be able to turn off explicit language "
"3246","iHeartRadio","great app","Princess Victoria","March 15, 2014",5,"has helped since pandora reduced the time i can listen to the music on there love it because i can listen to it anywhere i have internet access no need to buy songs got them right here "
"3247","iHeartRadio","great app","j.rhodes","February 4, 2015",5,"all together a great app easy to use and good song choices i would recommend it to all music lovers 5 stars most definitely"
"3248","iHeartRadio","better than pandora","Barb","December 20, 2014",5,"this app is the best it is better then pandora i listen to this all the time and i get on the website when i can not use my device "
"3249","iHeartRadio","iheartradio ","Amazon Customer","February 16, 2016",5,"i abs and pecs alutly luv it luv it luv it "
"3250","iHeartRadio","listening on my kinndle","Carol","January 8, 2014",5,"this app not only lets me listen to my favorite local outstanding kbco station but i can make my own playlist if i would like to so i can have music while i play words with friends "
"3251","iHeartRadio","i am happy ","i am a person!","February 13, 2015",5,"i like it because it is free and it has music for everyone 1 year 90 years old buy this app you will save money "
"3252","iHeartRadio","can be found almost everywhere","Colette51","December 29, 2012",5,"five stars b/c i can find a channel of iheartradio almost anywhere in the us when i travel i enjoy listening to songs from the 60 s into the 70 s as background music recommended for anyone who likes relaxing music "
"3253","iHeartRadio","awesome","S.Stutts","January 24, 2015",5,"music that sooths the soul takes me to a better time lifts the spirit thanks for such a beautiful group of fantastic songs "
"3254","iHeartRadio","five stars","Amazon Customer","February 29, 2016",5,"really nice love creating my own stations"
"3255","iHeartRadio","love it","Adia Reid","October 21, 2015",5,"this app is amazing u don t need a facebook account to sign in amazing"
"3256","iHeartRadio","best radio app i know ","Eanflae","September 4, 2014",5,"this app runs so smoothly and plays such a wide variety of music i love that it s free and available for many different devices; definitely a 5 star app "
"3257","iHeartRadio","this is so cool ","Kindle Customer","November 24, 2014",5,"hi i m dolores and i love this app because i love listening to music so ifyou want to get this app don t wait get it now "
"3258","iHeartRadio","amazing","dani jhamela mcneil","February 4, 2014",5,"this app is waaaaay better than pandora you dont have to wait for the ads to pass by when they pop up they dont stop your music they just pop up and all you have to do is x them out "
"3259","iHeartRadio","iheartradio","L and L","December 10, 2013",5,"this is a really good app for people that likes to listen to the awesome music on the awesome channels you do not have to have a facebook or an email you can listen with out it awesome app love it "
"3260","iHeartRadio","best app ever","D.King","March 31, 2016",5,"great music and very easy to use "
"3261","iHeartRadio","i love iheartradio","Marianne J","October 31, 2013",5,"i really enjoy listening to my selected groups i love being able to pick up any and all stations that interest me personally i recommend iheartradio for anyone who loves listening to the radio their way "
"3262","iHeartRadio","the best music app out there baby :)","G.Munroe","February 7, 2015",5,"this app rocks it s the best music app out there download it now any kind of music you like it s all here baby woooooo "
"3263","iHeartRadio"," i tried the heart radio app and its working fine can play my music all night while","Rosalind Starks","October 29, 2014",4,"just received my fire hd 6 tablet still learning it i tried the heart radio app and its working fine can play my music all night while sleeping"
"3264","iHeartRadio","great app","Reggie Hykes","August 8, 2015",5,"this app works great it s easy to use and just easy to look up your favorite stations "
"3265","iHeartRadio","great stations","Kindle Customer","February 19, 2014",4,"heart radio is great; however they need to research more stations to bring to you i love to listen to christian rock music such as air radio but alas they say they can t connect me it s a great station "
"3266","iHeartRadio","great music in a covenient way","Yeary","January 23, 2015",5,"i have so many stations under my favorites menu its hard to stay with one channel that s the only problem i have found so far "
"3267","iHeartRadio","five stars","Walter H.","April 19, 2015",5,"i am finding iheart very entertaining i appreciate the cdl shuttle driver at the st louis airport thank you "
"3268","iHeartRadio","love it","valerie ferrell","July 13, 2016",5,"love it "
"3269","iHeartRadio","five stars","Armando","July 6, 2014",5,"excellent product with quick deliver and respond from company what more can you say "
"3270","iHeartRadio","five stars","Virgil Walker","May 3, 2016",5,"great product love the music"
"3271","iHeartRadio","cool","Kindle Customer","January 8, 2014",5,"i really like this app when i moved to colorado i thought that i lost my favorite station but with this app i can just put in my old zip code "
"3272","iHeartRadio","way better than pandora ","sanskasmsnsjaaj","January 2, 2013",5,"this app is great works perfectly no need for a facebook only email address and 14years and older i use this app nonstop create you own stations the only bab thing about this app is a limited amount of song skips so all you other people stop being wierdos "
"3273","iHeartRadio","better than pandora","Renee M.","September 20, 2013",5,"i hate change i ve been a pandora type of girl for a long time after hitting my daily limit on pandora i decided to try iheart i absolutely love it you can listen to radio stations which is a big plus for me "
"3274","iHeartRadio","wow","Karenb","October 7, 2013",5,"wow the selection of music is endless i can listen to all the oldies tammy george johnny june reba dolly or bring on the new guys blake amanda luke the band perry lady a and the list goes on and on"
"3275","iHeartRadio","need facebook ","alex mcneary","April 8, 2014",1,"you need facebook to even get the simplest song and i don t have facebook i couldn t even get to my favorite radio station you should just stick to listening to the radio or a cd "
"3276","iHeartRadio","love it ","Kelsey","July 3, 2016",5,"i love it 👍👍"
"3277","iHeartRadio","great app to get the hottest newest songs on your ","Derric Moton","August 7, 2014",5,"great app to get the hottest newest songs on your phone and also in your vehicle it makes no sense to pay for sirius satellite radiowhen you have this app "
"3278","iHeartRadio","best app ever","holly dray","September 4, 2015",5,"this is the best app ever because i can listen to music when ever i have the time"
"3279","iHeartRadio","great","Kindle Customer","October 10, 2015",4,"its really cool and the only reason i 4 stared is because it really laggy"
"3280","iHeartRadio","great internet radio ","Amazon Customer","September 3, 2013",5,"so easy to install app on kindle and it is tunes the rest of the day go ahead and get it "
"3281","iHeartRadio","great idea","laseromlet","February 6, 2014",5,"it has perfect selection of songs and all the stations and you can find one artist and it ll make a radio station that has that artist and others that you like even if you don t tell it you do "
"3282","iHeartRadio","great 5 stars","jose ventura","October 19, 2015",5,"its a free prefect app for all of your favorite devices i love this app"
"3283","iHeartRadio","awesomeness","Brady","March 6, 2016",5,"love this app it is so awesomely awesome"
"3284","iHeartRadio","best app ever","Kindle Customer","August 6, 2015",5,"i love music and it plays all my favorite songs this a good app 💜💜💜💜💜💜💜💜💜💜"
"3285","iHeartRadio","destroys pandora","Brenon B","July 10, 2014",5,"this app is so much better than any other music app i ever used not to mention its free great selection of music can listen for hours and not hear a repeated song"
"3286","iHeartRadio","five stars","Richard Maurer","June 14, 2016",5,"i use it all time "
"3287","iHeartRadio","lovr","Kindle Customer","July 20, 2016",5,"i love this 😍😍😍😍😍"
"3288","iHeartRadio","one star","Amazon Customer","May 23, 2016",1,"dislike the selections "
"3289","iHeartRadio","five stars","Dawn","June 23, 2016",5,"great selections"
"3290","iHeartRadio","music is awesome","holly","September 11, 2015",5,"this app is good accept the ads but every app has ads so it s an amazing app "
"3291","iHeartRadio","five stars","Amazon Customer","May 13, 2016",5,"good way to pass the day "
"3292","iHeartRadio","great","Bear","May 31, 2016",5,"great music for free "
"3293","iHeartRadio","not as good as pandora with foreign music stations","Tea","June 29, 2016",2,"the american stations are very diverse but not the foreign stations the k pop and j pop stations only have a few options for artists it doesn t have any newer artists and i doubt it has newer songs it also continued to play strange songs on my b t s radio it would claim they were songs by b t s but they were not by b t s although the image they presented was of the south korean hip hop group despite the artist mix up and the lack of diversity it was easy to navigate so it does deserve two stars at least "
"3294","iHeartRadio","stressful","Panda","April 25, 2015",1,"if you are young and get this app please read this i tried to but you need to be 18 or older so annoying "
"3295","iHeartRadio","love 60;3","MARGARET T. TIPPETT","January 24, 2016",5,"great music even some obscure bands and artists "
"3296","iHeartRadio","it is nice to get stations that i can t get on my ","mike","November 29, 2014",5,"it is nice to get stations that i can t get on my home radio stations that don t come in at night because of our location thanks for it"
"3297","iHeartRadio","best app ever","Amazon Customer","August 4, 2015",5,"this is awesome i can listen to minecraft songs and play minecraft i love it so awesome"
"3298","iHeartRadio","awesome app","CYCLENUT","September 23, 2014",5,"i recommend this app to all music lovers i love this app it s awesome it plays the perfect music just make sure you have a email or facebook "
"3299","iHeartRadio","jes jes and jes ","M. Pena","November 27, 2013",5,"my favorite music/radio app out there i usually only listen to the radio but when i m in the mood for a certain artist its on here too if only i could find all my favorite radio station and artists "
"3300","iHeartRadio","i love it","Bob Marley","March 17, 2016",5,"it is an amazing app 💖💖💖💖💖💖💖💖"
"3301","iHeartRadio","katies review","Katie Pearl Wadkins","February 5, 2016",5,"love this station always playin great music 😘"
"3302","iHeartRadio","best music app","ShaelaElyse","March 12, 2016",5,"so many options and super easy to use "
"3303","iHeartRadio","five stars","Hugh Clarkin","May 16, 2016",5,"my music when i want it "
"3304","iHeartRadio","love it","Nae' All Day","June 12, 2016",5,"the best music app"
"3305","iHeartRadio","music","Will live","April 18, 2015",5,"the only way i can turn off the kindle fire and still hear the music and it s got all the new and old music "
"3306","iHeartRadio","iheartradio","Olsonmya000","September 24, 2013",5,"i love being able to listen to kindle instead for my radio they play really good music and i enjoy it a lot i wish they would make it so u don t have to have internet connection but this is one of my favorite apps"
"3307","iHeartRadio","awesome","Jakeman","May 3, 2015",5,"this app gives you an awesome and easy way to listen to music i love you will too download it now "
"3308","iHeartRadio","alsome","Soniczw","November 9, 2013",5,"super cool nice music app ever beensince the fifth of a year ago shredded f f2f f2f xffxdcfgggghbbvffy and direction of y all are his biggest fan and the world of duty in sc to go to the music app"
"3309","iHeartRadio","awesome","fop","May 27, 2015",5,"so easy to use and they have anything you could imagine i like a lot of genre s so thai is perfect "
"3310","iHeartRadio","needs an update ","elijah dowell","October 19, 2015",4,"it s a great app but i can t log in with google like on the website "
"3311","iHeartRadio","💜💜💜💜💜","tina","August 25, 2015",5,"lllllllll💜💜💜💜💜 vvvvvvvveeeeeeeeee it 💜🌸😀😆😊😍💠🆒🌌🌺🍑😮💮🌹"
"3312","iHeartRadio","love that we can access radio stations that are not ","Nancy L.","June 25, 2014",5,"love that we can access radio stations that are not available in my local area found a favorite in colorado that i am able to hear on iheart radio in georgia great "
"3313","iHeartRadio","easy to set up","Peter","February 4, 2016",5,"fabulous variety easy to set up i love it "
"3314","iHeartRadio","awesome","jacqueline von ahnen","November 26, 2014",5,"i love this app i can listen to my favorite songs if i don t like it they won t play it again that s why i think this app is awesome "
"3315","iHeartRadio","awesome","Ariel Janine Carter","December 12, 2015",5,"awesome cool fun too listen too i like it 🐀🐀😋😉😝😜😎"
"3316","iHeartRadio","music to my ears","ladyfree","March 12, 2013",5,"there is such a wide variety of stations in different cities gives me a chance to check out different types of music and to change when i am looking for my current mood music come through loud and clear or soft and relaxing love it "
"3317","iHeartRadio","i use this app all the time","kedrek","June 9, 2014",4,"i use i heart radio all the time there is only one thing i don t like about it i use my kindle so i can t listen to it everywhere other than that it s a fabulous app "
"3318","iHeartRadio","awesome","Jennifer Woods","November 10, 2014",5,"i heart rocksit is better than pandora takes my suggestions to my my stations even better a must have forbanybone who lives music"
"3319","iHeartRadio","awesome","Blade Busby","June 14, 2016",5,"greatest app ever"
"3320","iHeartRadio","they items that i received wear at the best price that i could find and the quality was ","Jim","May 30, 2015",5,"they items that i received wear at the best price that i could find and the quality was outstanding "
"3321","iHeartRadio","awesome","Jon","December 15, 2014",5,"love it it will play or find any artist or station totally awesome and best of all its free so get it i know u will be happy with it"
"3322","iHeartRadio","ð","Dove Tupper","December 10, 2014",5,"this app is the bomb i love it so much and they play spool many good songs for all of your moods seasonaly cool too get this app "
"3323","iHeartRadio","awesome ","bob","September 11, 2015",5,"this app is way better than pandora i love this app you should get this app "
"3324","iHeartRadio","love it ","D. D. Pickett","March 1, 2016",5,"wide variety of music choices love it "
"3325","iHeartRadio","one star","Mary A. Ford","January 25, 2016",1,"had to delete it as it did not work on the fire "
"3326","iHeartRadio","enjoy the app and music","Sam","September 15, 2014",3,"enjoy the app and music would give it higher rating if l could turn off the music when through listening without having to turn off the entire phone "
"3327","iHeartRadio","i ll stick with the cloud","Blanko","October 22, 2012",2,"i thought is app would have more variety as far genres go but i just don t care for it if this was around when i was a kid and smartphones existed back then i would be more intrigued by the app i ll admit that i m a music snob and prefer my cloud playlists instead "
"3328","iHeartRadio","better than youtube music","Rita B. Smith","August 20, 2016",5,"i love this app😺"
"3329","iHeartRadio","i love iheart","K.Alvarez","October 25, 2013",5,"i heart is my favorite i can scan for all the music i love and turn them into my favorite stations download and try i m not crazy about the mini commercials but they go by fast and are few and far between "
"3330","iHeartRadio","radio everywhere","Phyllis Cory","December 1, 2012",4,"sometimes reception is uneven but i can listen to my favorite stations wherever i travel local news and classical music sustain me when i am away from home at home working in the kitchen i can always count on classical music from my computer or my kindle "
"3331","iHeartRadio","i so love this app","Julie Girard","April 12, 2016",5,"love this music music and music"
"3332","iHeartRadio","music is good but i notice alot of the time the ","Arthur C. Matchack","July 14, 2014",3,"music is good but i notice alot of the time the music will cut out while the station is playing this is very annoying and this needs to be worked on "
"3333","iHeartRadio","just like the computer ver ","Yami","November 11, 2013",5,"i really enjoy this app it s just like the regular iheartradio although it was slightly different from other apps and it does the same thing pandora does and has a pre set skip allowance it s a great app "
"3334","iHeartRadio","horrible ","Layne Hayes","July 29, 2014",1,"most annoying app ever i try to listen to my favorite stations but it always plays another song not by a different singer do not get this pathetic app "
"3335","iHeartRadio","great perfect ","L Closser","March 8, 2014",5,"this app lets you take the radio wherever you want it s absolutely fabulous you can even create your own station which i find pretty jazzy gotta get this app i swear its worth it "
"3336","iHeartRadio","five stars","KNK","May 13, 2016",5,"great for radio stations"
"3337","iHeartRadio","this is ausum but ","DJ pup","July 8, 2014",4,"i love this app but it sucks the battery dry and when i taped the update buten it dent do any thing on top of that it crashing usualy other then that its grate "
"3338","iHeartRadio","awesome","Sara Anglin","August 23, 2014",5,"this is the best music app out there it plays a higher quality of music that appeals to your best interests you can also listen to live radio stations "
"3339","iHeartRadio","bye bye pandora","Music Lover","October 23, 2014",5,"best music app available time to close pandora s box no commercials and i like how u get to create ur own station with various genres of music"
"3340","iHeartRadio","nada","Kindle Customer","December 30, 2013",1,"find it almost impossible to use will never use it again what else can i say other than that??? i think the word requirement is ridiculous given that i only needed a few words to give my opinion "
"3341","iHeartRadio","four stars","Amazon Customer","May 7, 2016",4,"i love this app awesome "
"3342","iHeartRadio","real radio ","Amazon Customer","February 28, 2016",5,"love that i can getctual radio stations "
"3343","iHeartRadio","iheart radio","Aleta Boers","February 23, 2014",5,"this internet radio is one of my favorites i can choose from oldies to christian music and be thoroughly entertained from an amazing selection of oldies and new materials great station "
"3344","iHeartRadio","the best of the best","mickeycof98","July 27, 2014",5,"i love how i got options when it comes to what i want to hear i heart gives to all your music in one easy touch i listen to i heart more then to the radio "
"3345","iHeartRadio","awesome app ","summer","July 25, 2015",5,"i couldn t ask for a better app that guv s me music i can customize to to what i like "
"3346","iHeartRadio","i love listening to iheartradio while i m surfing the net or ","Marie A. Crosser","December 27, 2014",5,"i love listening to iheartradio while i m surfing the net or playing games awesome choices of music a little bit of everything "
"3347","iHeartRadio","amazing","Amazon Customer","July 10, 2015",5,"i can easily choose the music i want to listen to without digging through a lot of garbage "
"3348","iHeartRadio","it s cool","sndzkddjdjjxjxjdjx","June 20, 2014",4,"i really like this app it s very convenient the only thing is sometime when i try to like a song it won t let me like it all the time but other than that it s fine "
"3349","iHeartRadio","five stars","Kindle Customer","March 29, 2016",5,"great for when i can t be at home"
"3350","iHeartRadio","great ","Jim McGrane","October 12, 2014",5,"a real nice selection of music for every mood or situation this is what i was searching for and i m happy i found it thanks for the great app "
"3351","iHeartRadio","10 star","Brendan B.","January 13, 2016",5,"10 starsawesome has a giant variety of music"
"3352","iHeartRadio","this is an awesome app","good","November 30, 2013",5,"it is an awesome app because it plays all your favorite music and it even has christmas musicthis is an awesome app because it plays all your favorite music and it even plays christmas music "
"3353","iHeartRadio","five stars","teresa baker","July 16, 2016",5,"i love it"
"3354","iHeartRadio","i heart iheart radio","Diltsify","January 15, 2012",5,"i love this app it works great crystal clear on my fire and i can take it anywhere i can listen to many of my favorite local stations as well as stations from across the country there are also pre set stations from artists very easy to access and can run in the background on my fire "
"3355","iHeartRadio","five stars","Anon Y. Mous","March 15, 2016",5,"excellent item and great service "
"3356","iHeartRadio","great shower time music for me","Quincy Bouier","March 2, 2016",5,"love it no complaints here on my end"
"3357","iHeartRadio","better than pandora ","ChynaDolle","January 8, 2014",5,"every time i tried getting on pandora it always have a technical glitch don t get me wrong: i love pandora but iheartradio works perfectly i jam to this app every day when i do my homework :)"
"3358","iHeartRadio","perfect","Superb","June 8, 2014",5,"i type in a song and it immediately knows what i want and i love that it includes an alarm system within it i m able to listen to wiggle while waking up 7th the morning"
"3359","iHeartRadio","great app","Bernard valcourt","January 5, 2015",5,"wish we d get the option to record or mix several artists at once this would make a choice to be more ecclleptic and original "
"3360","iHeartRadio","great app","herobrine stealers &eth;&#159;&#152;&#138;&eth;&#159;&#144;&plusmn;&eth;&#159;&#154;&ordm;&eth;&#159;&#134;&#149;","January 16, 2016",5,"i can listen to my favorite songs i love this app"
"3361","iHeartRadio","i heart this app","rileydawg","November 1, 2013",5,"i have just started using this app and im finding it very easy to navigate and love the fact that i get to make my own station woo hoo no more searching for my favs try it you might like it also "
"3362","iHeartRadio","get this app ","Michael Pierson","March 3, 2015",5,"this app is the greatest radio song and playlist you can have it has new music added everyday trust me on this one😃 "
"3363","iHeartRadio","works like expected","lcm1947","September 25, 2015",5,"works good for me to listen to the morning news on 1200 am san antonio tx"
"3364","iHeartRadio","love it ","EllieG","January 4, 2015",5,"so handy and easy to use it doesn t slow down my other apps either i love how it ll keep playing even when the screen is off "
"3365","iHeartRadio","i heart radio","auntlc","December 21, 2013",5,"this is one of the best apps i have i use it a lot i sometimes leave the radio playing all night long 97 1 is my favorite station ove george nory i sure have learnt alot listening to this station "
"3366","iHeartRadio","five stars","handicapmom","October 8, 2015",5,"just what i needed there are plenty of station choices to choose from "
"3367","iHeartRadio","love iheartradio ","Merrill Haley","June 13, 2015",5,"we like christian music and found a good variety here plus it s easy to navigate thank you "
"3368","iHeartRadio","enjoy a good tune","Amazon Customer","March 10, 2016",5,"i listen everyday enjoy a good tune "
"3369","iHeartRadio","awesome app","Sherry F Hale","June 18, 2016",5,"i love this app"
"3370","iHeartRadio","music","Ryghgirl85","October 25, 2014",5,"i like this app i just started using it i have always used pandora i have not decided which is better yet maybe they are equally as good"
"3371","iHeartRadio","five stars","MKT","October 8, 2015",5,"what a way to start my coffee in my hand and iheartradio in my ears "
"3372","iHeartRadio","not bad","Matt","June 7, 2012",4,"for all the people saying they don t like it because you have to sign in w/ facebook that isn t correct i used to sign in via fb but since the last update i can t it gives me a generic error i can still use the ap but it doesn t store my favorites since i m not signed in "
"3373","iHeartRadio","i love it 😍","Soph and Conor's Mom","July 26, 2015",5,"i love this app it s amazing it makes cleaning fun thx guys 4 this awesome app 😁"
"3374","iHeartRadio","i like iheart","Kindle Customer","June 28, 2014",5,"i was not sure if i ed like it but it turns out i really do not any of the station s that i normally listen to but all the same music not bad would recommend "
"3375","iHeartRadio","love it","Vanessa Mandujano","December 14, 2015",5,"i love it but i was so dumb and press delete by accident"
"3376","iHeartRadio","my iheart","Laura M. Endy","June 17, 2015",5,"i love iheartradio i get to listen to music that i love vs what everyone else wants to hear "
"3377","iHeartRadio","five stars","Sara Humble","January 19, 2016",5,"very good music sections to listen too love it "
"3378","iHeartRadio","aw some","kaitlynnrocks","June 7, 2015",5,"i love this app it s like pandora but songs u lime and not what they think that you would like "
